Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level
ctxs,Citrix Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,530.0,305.0,305.0,1140.0,BBB,High
czr,Caesars Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,265.0,228.0,200.0,693.0,B,Medium
dish,DISH Network Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,210.0,263.0,205.0,678.0,B,Medium
dltr,Dollar Tree Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,235.0,208.0,215.0,658.0,B,Medium
dxcm,Dexcom Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,B,Medium,B,Medium,B,Medium,215.0,236.0,215.0,666.0,B,Medium
ea,Electronic Arts Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,BB,Medium,BB,Medium,B,Medium,360.0,300.0,225.0,885.0,BB,Medium
lnt,Alliant Energy Corp,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,A,High,BB,Medium,BB,Medium,519.0,307.0,300.0,1126.0,BBB,High
fang,Diamondback Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Energy,A,High,B,Medium,BB,Medium,513.0,271.0,300.0,1084.0,BBB,High
ebay,eBay Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,500.0,302.0,305.0,1107.0,BBB,High
lkq,LKQ Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,A,High,BB,Medium,BB,Medium,515.0,300.0,305.0,1120.0,BBB,High
googl,Alphabet Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,295.0,362.0,355.0,1012.0,BBB,High
mar,Marriott International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,215.0,200.0,215.0,630.0,B,Medium
mchp,Microchip Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
lrcx,Lam Research Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,510.0,325.0,315.0,1150.0,BBB,High
mdlz,Mondelez International Inc,USD,NASDAQ NMS - GLOBAL MARKET,Food Products,A,High,BB,Medium,BB,Medium,520.0,307.0,300.0,1127.0,BBB,High
meta,Meta Platforms Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,B,Medium,B,Medium,205.0,232.0,215.0,652.0,B,Medium
mktx,Marketaxess Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,230.0,213.0,210.0,653.0,B,Medium
mnst,Monster Beverage Corp,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,A,High,BB,Medium,BB,Medium,515.0,344.0,300.0,1159.0,BBB,High
mrna,Moderna Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
mtch,Match Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,245.0,389.0,311.0,945.0,BBB,High
mpwr,Monolithic Power Systems Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,B,Medium,B,Medium,330.0,287.0,235.0,852.0,BB,Medium
msft,Microsoft Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,AA,Excellent,BBB,High,BB,Medium,715.0,443.0,375.0,1533.0,A,High
mu,Micron Technology Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,530.0,330.0,300.0,1160.0,BBB,High
ndaq,Nasdaq Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,505.0,310.0,300.0,1115.0,BBB,High
nlok,NortonLifeLock Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,505.0,315.0,305.0,1125.0,BBB,High
ntrs,Northern Trust Corp,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,B,Medium,B,Medium,B,Medium,250.0,226.0,225.0,701.0,B,Medium
nwl,Newell Brands Inc,USD,NASDAQ NMS - GLOBAL MARKET,Consumer products,A,High,BB,Medium,BB,Medium,525.0,303.0,315.0,1143.0,BBB,High
nvda,NVIDIA Corp,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BB,Medium,BB,Medium,B,Medium,323.0,301.0,275.0,899.0,BB,Medium
allk,Allakos Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,B,Medium,B,Medium,BB,Medium,200.0,273.0,300.0,773.0,BB,Medium
nwsa,News Corp,USD,NASDAQ NMS - GLOBAL MARKET,Media,A,High,BB,Medium,BB,Medium,509.0,300.0,300.0,1109.0,BBB,High
odfl,Old Dominion Freight Line Inc,USD,NASDAQ NMS - GLOBAL MARKET,Road and Rail,BBB,High,BBB,High,B,Medium,467.0,423.0,280.0,1170.0,BBB,High
pcar,Paccar Inc,USD,NASDAQ NMS - GLOBAL MARKET,Machinery,A,High,BB,Medium,BB,Medium,568.0,343.0,305.0,1216.0,A,High
nxpi,NXP Semiconductors NV,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,505.0,329.0,305.0,1139.0,BBB,High
orly,O'Reilly Automotive Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
payx,Paychex Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High
pfg,Principal Financial Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Insurance,A,High,BB,Medium,BB,Medium,555.0,320.0,300.0,1175.0,BBB,High
rost,Ross Stores Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,BB,Medium,BB,Medium,BB,Medium,375.0,325.0,300.0,1000.0,BBB,High
sbac,SBA Communications Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,B,Medium,B,Medium,B,Medium,250.0,251.0,215.0,716.0,B,Medium
qcom,Qualcomm Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,BBB,High,BB,Medium,BB,Medium,409.0,300.0,300.0,1009.0,BBB,High
pool,Pool Corp,USD,NASDAQ NMS - GLOBAL MARKET,Distributors,A,High,BB,Medium,BB,Medium,525.0,306.0,313.0,1144.0,BBB,High
pep,PepsiCo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Beverages,AA,Excellent,BB,Medium,BB,Medium,719.0,340.0,358.0,1417.0,A,High
sbux,Starbucks Corp,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BBB,High,BB,Medium,B,Medium,475.0,385.0,295.0,1155.0,BBB,High
reg,Regency Centers Corp,USD,NASDAQ NMS - GLOBAL MARKET,Real Estate,A,High,BB,Medium,BB,Medium,575.0,372.0,365.0,1312.0,A,High
qrvo,Qorvo Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,535.0,310.0,305.0,1150.0,BBB,High
ptc,PTC Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,550.0,302.0,308.0,1160.0,BBB,High
penn,PENN Entertainment Inc,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,BB,Medium,BB,Medium,B,Medium,371.0,300.0,220.0,891.0,BB,Medium
pypl,PayPal Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,BB,Medium,B,Medium,B,Medium,370.0,244.0,285.0,899.0,BB,Medium
regn,Regeneron Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,505.0,327.0,305.0,1137.0,BBB,High
amgn,Amgen Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,575.0,312.0,328.0,1215.0,A,High
snps,Synopsys Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,525.0,316.0,315.0,1156.0,BBB,High
stx,Seagate Technology Holdings PLC,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,540.0,355.0,300.0,1195.0,BBB,High
tech,Bio-Techne Corp,USD,NASDAQ NMS - GLOBAL MARKET,Life Sciences Tools and Services,A,High,B,Medium,BB,Medium,510.0,268.0,300.0,1078.0,BBB,High
ter,Teradyne Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,507.0,328.0,315.0,1150.0,BBB,High
swks,Skyworks Solutions Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,B,Medium,515.0,303.0,270.0,1088.0,BBB,High
trmb,Trimble Inc,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,A,High,BBB,High,BB,Medium,550.0,415.0,315.0,1280.0,A,High
trow,T Rowe Price Group Inc,USD,NASDAQ NMS - GLOBAL MARKET,Financial Services,A,High,BB,Medium,BB,Medium,510.0,325.0,310.0,1145.0,BBB,High
ttwo,Take-Two Interactive Software Inc,USD,NASDAQ NMS - GLOBAL MARKET,Media,B,Medium,BB,Medium,BB,Medium,225.0,307.0,310.0,842.0,BB,Medium
tsla,Tesla Inc,USD,NASDAQ NMS - GLOBAL MARKET,Automobiles,A,High,CCC,Low,B,Medium,555.0,160.0,278.0,993.0,BBB,High
tsco,Tractor Supply Co,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High
txn,Texas Instruments Inc,USD,NASDAQ NMS - GLOBAL MARKET,Semiconductors,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
tmus,T-Mobile US Inc,USD,NASDAQ NMS - GLOBAL MARKET,Telecommunication,BB,Medium,BB,Medium,B,Medium,342.0,331.0,230.0,903.0,BBB,High
ual,United Airlines Holdings Inc,USD,NASDAQ NMS - GLOBAL MARKET,Airlines,B,Medium,B,Medium,B,Medium,205.0,203.0,221.0,629.0,B,Medium
vrsk,Verisk Analytics Inc,USD,NASDAQ NMS - GLOBAL MARKET,Professional Services,AA,Excellent,BB,Medium,BB,Medium,615.0,366.0,300.0,1281.0,A,High
ulta,Ulta Beauty Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,B,Medium,B,Medium,B,Medium,205.0,242.0,200.0,647.0,B,Medium
vrtx,Vertex Pharmaceuticals Inc,USD,NASDAQ NMS - GLOBAL MARKET,Biotechnology,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
vtrs,Viatris Inc,USD,NASDAQ NMS - GLOBAL MARKET,Pharmaceuticals,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High
vrsn,Verisign Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,548.0,354.0,325.0,1227.0,A,High
wba,Walgreens Boots Alliance Inc,USD,NASDAQ NMS - GLOBAL MARKET,Retail,A,High,BB,Medium,BB,Medium,515.0,325.0,300.0,1140.0,BBB,High
ntap,NetApp Inc,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,BB,Medium,545.0,359.0,325.0,1229.0,A,High
xel,Xcel Energy Inc,USD,NASDAQ NMS - GLOBAL MARKET,Utilities,B,Medium,B,Medium,B,Medium,223.0,201.0,205.0,629.0,B,Medium
xray,DENTSPLY SIRONA Inc,USD,NASDAQ NMS - GLOBAL MARKET,Health Care,A,High,BB,Medium,BB,Medium,530.0,318.0,305.0,1153.0,BBB,High
zbra,Zebra Technologies Corp,USD,NASDAQ NMS - GLOBAL MARKET,Electrical Equipment,BB,Medium,BB,Medium,BB,Medium,320.0,317.0,300.0,937.0,BBB,High
aap,Advance Auto Parts Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,264.0,261.0,210.0,735.0,B,Medium
zion,Zions Bancorporation NA,USD,NASDAQ NMS - GLOBAL MARKET,Banking,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium
wynn,Wynn Resorts Ltd,USD,NASDAQ NMS - GLOBAL MARKET,Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,225.0,201.0,200.0,626.0,B,Medium
a,Agilent Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,B,Medium,B,Medium,573.0,231.0,233.0,1037.0,BBB,High
abbv,Abbvie Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Biotechnology,A,High,BB,Medium,BB,Medium,505.0,317.0,300.0,1122.0,BBB,High
abc,Amerisourcebergen Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,505.0,300.0,315.0,1120.0,BBB,High
adm,Archer-Daniels-Midland Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,587.0,353.0,305.0,1245.0,A,High
abt,Abbott Laboratories,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,515.0,305.0,305.0,1125.0,BBB,High
aee,Ameren Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,562.0,345.0,300.0,1207.0,A,High
aes,AES Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,525.0,326.0,370.0,1221.0,A,High
afl,Aflac Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,B,Medium,454.0,300.0,235.0,989.0,BBB,High
acn,Accenture PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,515.0,360.0,305.0,1180.0,BBB,High
ajg,Arthur J. Gallagher & Co.,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,530.0,344.0,310.0,1184.0,BBB,High
aiz,Assurant Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,BB,Medium,438.0,316.0,300.0,1054.0,BBB,High
alk,Alaska Air Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Airlines,A,High,BB,Medium,B,Medium,515.0,303.0,259.0,1077.0,BBB,High
alb,Albemarle Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,545.0,322.0,315.0,1182.0,BBB,High
aig,American International Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,518.0,323.0,310.0,1151.0,BBB,High
all,Allstate Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,B,Medium,530.0,300.0,220.0,1050.0,BBB,High
alle,Allegion PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,542.0,322.0,315.0,1179.0,BBB,High
amp,Ameriprise Financial Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,B,Medium,396.0,308.0,267.0,971.0,BBB,High
ame,AMETEK Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,B,Medium,540.0,329.0,270.0,1139.0,BBB,High
amt,American Tower Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,530.0,333.0,305.0,1168.0,BBB,High
aos,A O Smith Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,510.0,315.0,310.0,1135.0,BBB,High
apd,Air Products and Chemicals Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,AA,Excellent,BBB,High,BB,Medium,700.0,442.0,300.0,1442.0,A,High
aon,Aon PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,B,Medium,485.0,304.0,288.0,1077.0,BBB,High
anet,Arista Networks Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,BBB,High,BB,Medium,B,Medium,444.0,310.0,295.0,1049.0,BBB,High
aph,Amphenol Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BBB,High,512.0,303.0,475.0,1290.0,A,High
ato,Atmos Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,BB,Medium,572.0,368.0,315.0,1255.0,A,High
awk,American Water Works Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,653.0,395.0,300.0,1348.0,A,High
are,Alexandria Real Estate Equities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,AA,Excellent,BB,Medium,BB,Medium,600.0,337.0,345.0,1282.0,A,High
aptv,Aptiv PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,A,High,BB,Medium,BB,Medium,555.0,339.0,310.0,1204.0,A,High
avb,Avalonbay Communities Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,B,Medium,500.0,300.0,298.0,1098.0,BBB,High
avy,Avery Dennison Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Packaging,A,High,BB,Medium,BB,Medium,535.0,347.0,325.0,1207.0,A,High
ba,Boeing Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,B,Medium,B,Medium,B,Medium,220.0,224.0,235.0,679.0,B,Medium
bac,Bank of America Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,BB,Medium,B,Medium,220.0,394.0,265.0,879.0,BB,Medium
bax,Baxter International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500.0,316.0,300.0,1116.0,BBB,High
bbwi,Bath & Body Works Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,A,High,BB,Medium,BB,Medium,525.0,303.0,300.0,1128.0,BBB,High
bdx,Becton Dickinson and Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,AA,Excellent,BB,Medium,BB,Medium,607.0,384.0,315.0,1306.0,A,High
bio,Bio Rad Laboratories Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,B,Medium,B,Medium,BB,Medium,275.0,227.0,300.0,802.0,BB,Medium
bby,Best Buy Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,BBB,High,B,Medium,BB,Medium,430.0,231.0,300.0,961.0,BBB,High
bk,Bank of New York Mellon Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
axp,American Express Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,B,Medium,B,Medium,B,Medium,230.0,226.0,208.0,664.0,B,Medium
br,Broadridge Financial Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,550.0,313.0,325.0,1188.0,BBB,High
bmy,Bristol-Myers Squibb Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500.0,321.0,310.0,1131.0,BBB,High
bro,Brown & Brown Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BBB,High,BB,Medium,BB,Medium,405.0,320.0,300.0,1025.0,BBB,High
azo,Autozone Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,260.0,222.0,213.0,695.0,B,Medium
bsx,Boston Scientific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,525.0,399.0,300.0,1224.0,A,High
bx,Blackstone Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,534.0,343.0,320.0,1197.0,BBB,High
bxp,Boston Properties Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,532.0,339.0,305.0,1176.0,BBB,High
sivb,SVB Financial Group,USD,NASDAQ NMS - GLOBAL MARKET,Banking,A,High,BB,Medium,BB,Medium,510.0,340.0,300.0,1150.0,BBB,High
c,Citigroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,515.0,300.0,303.0,1118.0,BBB,High
cat,Caterpillar Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,B,Medium,B,Medium,B,Medium,235.0,239.0,235.0,709.0,B,Medium
carr,Carrier Global Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,B,Medium,B,Medium,B,Medium,210.0,258.0,226.0,694.0,B,Medium
cbre,CBRE Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,200.0,209.0,200.0,609.0,B,Medium
cci,Crown Castle Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High
cday,Ceridian HCM Holding Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,530.0,379.0,320.0,1229.0,A,High
cma,Comerica Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,BB,Medium,B,Medium,280.0,300.0,230.0,810.0,BB,Medium
dhi,D R Horton Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,250.0,271.0,205.0,726.0,B,Medium
dov,Dover Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,500.0,320.0,305.0,1125.0,BBB,High
dri,Darden Restaurants Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515.0,309.0,300.0,1124.0,BBB,High
ce,Celanese Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,500.0,319.0,300.0,1119.0,BBB,High
dg,Dollar General Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,247.0,222.0,200.0,669.0,B,Medium
cmg,Chipotle Mexican Grill Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,210.0,241.0,213.0,664.0,B,Medium
dgx,Quest Diagnostics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,B,Medium,230.0,300.0,205.0,735.0,B,Medium
ccl,Carnival Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515.0,326.0,320.0,1161.0,BBB,High
chd,Church & Dwight Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,578.0,341.0,348.0,1267.0,A,High
dow,Dow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,225.0,201.0,200.0,626.0,B,Medium
dfs,Discover Financial Services,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,335.0,321.0,313.0,969.0,BBB,High
duk,Duke Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,604.0,362.0,328.0,1294.0,A,High
dre,Duke Realty Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540.0,313.0,300.0,1153.0,BBB,High
cf,CF Industries Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,525.0,307.0,310.0,1142.0,BBB,High
dvn,Devon Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,570.0,301.0,300.0,1171.0,BBB,High
ecl,Ecolab Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,547.0,373.0,325.0,1245.0,A,High
hd,Home Depot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,BB,Medium,B,Medium,230.0,317.0,205.0,752.0,BB,Medium
dte,DTE Energy Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,592.0,313.0,210.0,1115.0,BBB,High
eix,Edison International,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,A,High,BB,Medium,700.0,513.0,315.0,1528.0,A,High
glw,Corning Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium
dva,DaVita Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,BB,Medium,260.0,332.0,300.0,892.0,BB,Medium
wdc,Western Digital Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,545.0,339.0,260.0,1144.0,BBB,High
gs,Goldman Sachs Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,525.0,305.0,305.0,1135.0,BBB,High
dxc,DXC Technology Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,505.0,326.0,305.0,1136.0,BBB,High
etn,Eaton Corporation PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,520.0,328.0,320.0,1168.0,BBB,High
ed,Consolidated Edison Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700.0,358.0,300.0,1358.0,A,High
hsy,Hershey Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525.0,361.0,300.0,1186.0,BBB,High
jnj,Johnson & Johnson,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,565.0,308.0,300.0,1173.0,BBB,High
jpm,JPMorgan Chase & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,505.0,319.0,338.0,1162.0,BBB,High
ko,Coca-Cola Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,B,Medium,B,Medium,B,Medium,200.0,201.0,200.0,601.0,B,Medium
kmx,Carmax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,BB,Medium,251.0,237.0,300.0,788.0,BB,Medium
ldos,Leidos Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High
