Date,Deforestation (Percent_Tree_Cover),Air Pollution (NO2) (tropospheric_NO2_column_number_density),Water Quality (SR_B3),Water Quality (SR_B4),Water Quality (SR_B5)
2018-04-22,,,8921.022175870177,8592.279950389326,10874.977686021492
2018-04-22,,,9821.929063849675,9563.541079573171,9808.892812423113
2018-04-22,,,12350.677346109715,12077.813447928313,15580.385851218276
2018-04-22,,,14998.20850792936,14869.264327981246,15039.144351155905
2018-04-29,,,9599.854653003986,9275.661927705394,18254.93216159972
2018-04-29,,,9644.707981752157,9381.900515798208,17364.719868351534
2018-04-29,,,9798.303491448303,9351.610287104975,18509.320775973752
2018-04-29,,,8419.101704726309,8015.627075907505,10860.705762897998
2018-04-29,,,9460.579671593818,9098.273901635419,12362.413716376219
2018-04-29,,,11352.921990593733,11031.818779072764,18011.56567397315
2018-04-29,,,8818.449268400014,8660.378165317752,9180.994758516445
2018-04-29,,,9155.875125992601,9031.715619995139,9730.017481983583
2018-04-29,,,8406.616830349134,8188.182723158338,9568.299156972711
2018-04-29,,,8129.347423072323,7939.6197000659895,8239.679149926478
2018-04-29,,,9579.709076669358,10017.785723430048,11340.807999036087
2018-05-01,,,24531.44194597653,24190.08966199972,23560.43911752228
2018-05-01,,,16290.759284928989,16170.114948910357,16404.939258676393
2018-05-01,,,10096.069244809822,10093.933647671118,16629.998594082277
2018-05-01,,,8067.479686450461,7845.936817198914,8716.08365711798
2018-05-06,,,9371.857169501642,8943.767494777678,18273.628357206806
2018-05-06,,,9576.299389313743,9268.342260291844,18018.691166877405
2018-05-08,,,8500.432919882749,8021.419927550143,9739.221074459503
2018-05-08,,,11225.337537160445,10852.066533471347,11130.080870022224
2018-05-08,,,22927.41987379161,22539.191627100565,27504.11543936052
2018-05-08,,,9159.835917924695,8986.170827799584,9501.134505796628
2018-05-08,,,11121.34807992342,10963.868016082799,14797.664201104872
2018-05-08,,,7748.884560752742,7552.67472706845,7738.13339787294
2018-05-08,,,7633.954446994738,7441.894168510895,7615.96156465181
2018-05-15,,,32155.795087027138,31771.84616658629,33615.06479048718
2018-05-15,,,17956.18094233657,17825.811620298406,19580.518320599607
2018-05-15,,,17037.5752893612,16818.65723036586,19181.53655719349
2018-05-15,,,28429.678544117534,28143.22837851639,29976.204870793357
2018-05-15,,,24271.191727484973,24095.967831157584,23920.194540553617
2018-05-15,,,23742.555180252624,23603.416072795742,23519.78611467944
2018-05-15,,,16415.049193833718,16311.357326106612,16989.480775531832
2018-05-15,,,19386.90272766709,19344.056678940942,19717.190070533212
2018-05-15,,,21253.89590245522,21498.780803221336,22221.687564094827
2018-05-17,,,8278.315585066399,8051.072412929094,8194.536707592086
2018-05-17,,,7685.099867958701,7392.354065501146,7830.28843808851
2018-05-17,,,10157.053470427429,10287.38214129889,15860.552431680915
2018-05-17,,,18002.3359249762,17882.252503127864,18425.763225931503
2018-05-22,,,12412.883227097534,12050.820745627032,21253.499184702043
2018-05-22,,,9821.443299227283,9512.48737742488,18665.35223985271
2018-05-24,,,8345.293121638655,7871.945163531562,9513.005288078015
2018-05-24,,,7575.270375832299,7195.107447530954,7355.441342757614
2018-05-24,,,11920.103995617941,11507.875183469185,19084.85778933154
2018-05-24,,,10744.091377770485,10571.309894691372,13115.131314594206
2018-05-24,,,10981.686757315872,10875.35348268827,11836.90876468167
2018-05-24,,,9408.976416778994,9412.868255435897,13144.432725697656
2018-05-24,,,7964.553360956595,7771.764151558457,8073.594055332279
2018-05-24,,,7802.100631925465,7605.610184287097,7976.654592481557
2018-05-31,,,9784.532146827401,9322.228713587248,18747.897758302464
2018-05-31,,,11772.038426520165,11297.127091740169,20225.691845422254
2018-05-31,,,12597.381282614962,12111.562525995294,21601.991591899136
2018-05-31,,,9700.32213568528,9337.587244687118,11936.739732439977
2018-05-31,,,9209.634255055289,8892.857241335152,12835.842159223277
2018-05-31,,,9961.547243682224,9570.354454645872,17705.10483423125
2018-05-31,,,8047.012731555449,7820.536274787795,8428.087478771089
2018-05-31,,,8085.305039963008,7863.3708521810495,8548.549754954724
2018-05-31,,,8908.193780579437,8846.466001495945,10347.177885704086
2018-05-31,,,8763.049807166628,8794.781936187943,9697.244223441627
2018-05-31,,,9677.848532546082,10225.11991173436,11923.787853683893
2018-06-02,,,7569.9651612903235,7268.28129032258,7235.939999999999
2018-06-02,,,8020.557432731666,7758.159070377135,8440.122624129815
2018-06-02,,,10583.901030432731,11018.429350795781,16122.80994225209
2018-06-02,,,7931.182463608328,7778.5692190168875,8384.067121264692
2018-06-07,,,9382.757279693487,9099.053544061304,18596.843295019156
2018-06-07,,,9405.63498487649,9151.791182449382,18127.757886261472
2018-06-09,,,8258.985261791617,7945.396675529134,9048.029936985788
2018-06-09,,,22070.356448682465,21926.338777730187,22111.537363591095
2018-06-09,,,16034.66861263293,15925.136496095138,22010.129674959997
2018-06-09,,,10491.749188556169,10329.905689900934,12451.364345575605
2018-06-09,,,8601.550966143132,8424.083418762248,9125.808722323229
2018-06-09,,,10040.483729204601,10249.11715711587,13472.957791118382
2018-06-09,,,8028.050197623072,7856.749445043122,8183.277385743453
2018-06-09,,,7998.948409889919,7848.398738729405,8080.3820320726345
2018-06-16,,,24180.87231471981,24100.529624971048,28485.141968157302
2018-06-16,,,27025.88537710856,26933.17268212374,30345.486266492724
2018-06-16,,,12891.428257393869,12484.953942152011,22225.808532349605
2018-06-16,,,10042.242543877795,9784.232406690535,12949.440688884832
2018-06-16,,,11665.57926769884,11426.169221809501,14542.293872916129
2018-06-16,,,16012.954716389435,15784.289159478289,21389.429889081686
2018-06-16,,,8034.088490000298,7836.328043011011,8231.40509925948
2018-06-16,,,8221.431012036172,8053.552170674517,8619.39938344028
2018-06-16,,,9220.786332745129,9099.96078625558,10092.974365537082
2018-06-16,,,8460.524366201797,8346.658054300566,8963.236342155831
2018-06-16,,,9947.172114960318,10414.1963917563,11784.578686188415
2018-06-18,,,8497.61652173913,8011.205217391304,8764.13652173913
2018-06-18,,,12866.868031592676,12595.010306860266,12872.540688417084
2018-06-18,,,11959.807098579997,12421.693775276333,16760.2687263708
2018-06-18,,,8324.145281172967,8174.642895165183,8941.581674093126
2018-06-25,,,8136.482849551507,7782.691132109388,8912.371955970188
2018-06-25,,,7614.436668113593,7323.34026867104,7540.667455621299
2018-06-25,,,10064.270819483694,9848.906419010198,17599.102203860864
2018-06-25,,,8858.26728321443,8715.616789069547,11489.98974815003
2018-06-25,,,12312.023213843338,12114.113169482038,12340.777028951523
2018-06-25,,,16560.437016400636,16603.22870145228,18105.247905354572
2018-06-25,,,7836.382987221669,7774.075853532394,8266.332152946194
2018-06-25,,,8193.04825115887,8015.5719105923445,8375.995881174635
2018-06-28,,2.9089584983381287e-05,,,
2018-06-28,,2.3507427842012747e-05,,,
2018-06-28,,,,,
2018-06-28,,,,,
2018-06-28,,,,,
2018-06-28,,,,,
2018-06-28,,,,,
2018-06-28,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,2.3816809510370473e-05,,,
2018-06-29,,2.4631837403297206e-05,,,
2018-06-29,,1.9222112663573464e-05,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-29,,,,,
2018-06-30,,,,,
2018-06-30,,4.4284270467583e-05,,,
2018-06-30,,,,,
2018-06-30,,,,,
2018-06-30,,,,,
2018-06-30,,1.9721418154882827e-05,,,
2018-06-30,,2.280601339009132e-05,,,
2018-06-30,,1.9965861761868285e-05,,,
2018-06-30,,,,,
2018-06-30,,,,,
2018-06-30,,,,,
2018-06-30,,,,,
2018-06-30,,,,,
2018-06-30,,,,,
2018-07-01,,,,,
2018-07-01,,3.8975489079097674e-05,,,
2018-07-01,,,,,
2018-07-01,,,,,
2018-07-01,,,,,
2018-07-01,,1.7014788552986716e-05,,,
2018-07-01,,2.2941012155607927e-05,,,
2018-07-01,,2.011764584507677e-05,,,
2018-07-01,,,,,
2018-07-01,,,,,
2018-07-01,,,,,
2018-07-01,,,,,
2018-07-01,,,,,
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,8.390421498916112e-06,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,8.390421498916112e-06,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,8.390421498916112e-06,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,8.390421498916112e-06,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,8.390421498916112e-06,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,8.390421498916112e-06,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,8.390421498916112e-06,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,8.390421498916112e-06,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,8.390421498916112e-06,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,8.390421498916112e-06,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,8.390421498916112e-06,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,1.1517191656971469e-05,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,1.1517191656971469e-05,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,1.1517191656971469e-05,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,1.1517191656971469e-05,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,1.1517191656971469e-05,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,1.1517191656971469e-05,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,1.1517191656971469e-05,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,1.1517191656971469e-05,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,1.1517191656971469e-05,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,1.1517191656971469e-05,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,1.1517191656971469e-05,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,2.8027638688786298e-05,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,2.8027638688786298e-05,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,2.8027638688786298e-05,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,2.8027638688786298e-05,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,2.8027638688786298e-05,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,2.8027638688786298e-05,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,2.8027638688786298e-05,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,2.8027638688786298e-05,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,2.8027638688786298e-05,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,2.8027638688786298e-05,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,2.8027638688786298e-05,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,2.1320957594096407e-05,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,2.1320957594096407e-05,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,2.1320957594096407e-05,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,2.1320957594096407e-05,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,2.1320957594096407e-05,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,2.1320957594096407e-05,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,2.1320957594096407e-05,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,2.1320957594096407e-05,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,2.1320957594096407e-05,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,2.1320957594096407e-05,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,2.1320957594096407e-05,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-02,,,9173.794814707257,8699.62763983673,18574.0160043883
2018-07-02,,,15010.016980477027,14694.782399178428,22665.938373009212
2018-07-02,,,22847.58445150545,22733.1137513947,28162.876031976408
2018-07-02,,,11717.705129926942,11486.569304011862,13670.01616184118
2018-07-02,,,8915.849622452033,8638.115628259873,12461.990592167507
2018-07-02,,,9681.497713584537,9435.38814259398,17254.161734420173
2018-07-02,,,8568.828973757647,8396.700271398768,8953.230450091405
2018-07-02,,,8159.154290676356,8001.152091253121,8573.010135185841
2018-07-02,,,9555.32678085275,9710.71472443139,11301.214946944203
2018-07-02,,,7892.210776906435,7938.222544339484,8991.586511409147
2018-07-02,,,10065.282962035984,10575.771182864544,11883.800721737984
2018-07-03,,,,,
2018-07-03,,,,,
2018-07-03,,,,,
2018-07-03,,,,,
2018-07-03,,,,,
